DW_TEMPO;invoice_date;Ano;Mes;Dia
f741b1e9bfabc0a27a4c4309d358e4c95cfeadd2a7415dbfc460f179f9daf280;2018-03-12;2018;3;12
a14fa144e55923baca650a74c099a39600ceff44379c9e5973c1e58592669efd;2017-06-25;2017;6;25
ab1317a6cf334f3e4aa40627f678a087f38e53416e4088761e376bd2e80291df;2018-11-25;2018;11;25
f83217e3e358ce74be22cccebaa58ef98e9ce5a632a8fd8ccd8dda963806d9fe;2018-06-19;2018;6;19
06a077209364d2b08167d977d9421cfd7ceea2ef32f92efc378503b965f92b23;2018-01-28;2018;1;28
9f7f54f4f98c8ccec266ae3e6ad467cfbdc3aa680e78b1c7ad1a885b001b3467;2018-05-07;2018;5;7
71a1cbec94bade2fb0e093ef3dcf1a38b8f44f5474e755325d55ed78e06611e3;2017-03-29;2017;3;29
9c8f063ebe8c031f847f8fe5e35e21faff4dadfc7b9c1dfe44d2ebdf14ca3a4b;2018-01-16;2018;1;16
32290d869eb7323b0b3d0fba27bbbec79d52f919bad5a65f7905bf9b547b616e;2018-01-11;2018;1;11
cd6150be4b16ee8774fa662c3c9ff6301a8ef63cbe472c780c44ab6981d7e059;2018-04-28;2018;4;28
7554ccc53dcfb5e00d044076c597f44f0951bc8c6b0748653249185e14bacabb;2018-07-09;2018;7;9
28abe26dafe29a83e9587ab70d189e0d75bc8df0baf4350bffdbe5410eade647;2019-01-13;2019;1;13
de8334a5fcd131f9e2a8591af2a51b74dd85b9fcf97616e0b677c9d31131844b;2017-10-25;2017;10;25
a989466174b21e7aeb03b2e3cac0738d9f9bf6bd2b9f11b903d1453d1e3a0890;2018-12-17;2018;12;17
e5a3330f1bc81003a4145f3baae3333da02582b7bf8f25347b73eaa7e824e596;2018-01-22;2018;1;22
213f6589d1ce1a799177e985878d37bc937d1fcc84dab6f634fb6baa55af4857;2018-09-19;2018;9;19
1b890e93ad2086306a95b19ccdd9d1bae6d22c3c7898d0d7ee6f8d45c4f090c1;2017-10-05;2017;10;5
65e7198c50d3516585744ae78cc0d02673783b1df12492a1dc1dc91498874530;2019-02-04;2019;2;4
fae61786aaa27cfb10fc56c1729421acee8b47b6668cc6ae4b61184d7bd0d28e;2019-01-23;2019;1;23
51d5d1bc44d66a3a60b5472406064d6d81f9251c7622f4cd4b8a4bf4c97bc8c9;2018-08-25;2018;8;25
f33c591f46a6070d9f0ff244c8f6233d7bd92fb35205518676401a60f2f24b02;2017-02-11;2017;2;11
bde22cf85da4c52b5f5e8a8cac7d4feba4af6bcc4d08a21ad7cf214d03e433f9;2018-08-13;2018;8;13
c21df5d100af2f656e48b572b5a75bf22e9946325d543c9f942d7ce0bae95f6a;2018-06-18;2018;6;18
9beae4733e8f45dc869f83f622f0a89e58dbfe72a93f31d5192706dcf49a4aa6;2017-04-30;2017;4;30
d8eb6b3c0a49a302d9a33a63e7d2788c2876221284a8a518040f457f8f818df8;2017-11-04;2017;11;4
bec53b8fc792ca8a5ecdd23041d85273a560a2d8a0cc9ca6904766390112a7a9;2019-01-16;2019;1;16
b4f12bdbdb2e93df666942f089d2339e5d798fc7d1c2a13503929d5d33cf167f;2017-10-08;2017;10;8
d9c26b6cc40ca0c938339a3b2210cdeb495f5071f2b3f3c7e04a81ce18d5b299;2018-03-06;2018;3;6
8d6c6fc1c87967d3e7de0a8d77fc98131e2631a3637e2a30a172644f0e415cdd;2018-02-20;2018;2;20
fb32509facbf86ce2ce0a27c64239109ea3f5f280449407a755756cf5da603b7;2017-02-05;2017;2;5
ea59e8d14208e21df6ee8012ab374ff03ceac234ae525aa6d2b723abba814629;2018-12-23;2018;12;23
cf762f34b4c5f8cd994d3db78486f8e5059ab66421d1cd8dda6e0169af291109;2017-10-12;2017;10;12
3b8f87fd9177621d7c17e78716bcd337da1a04019ade0126a5b873d18e2cf75f;2018-01-24;2018;1;24
ae97a66b577937a246376765302d44c335fd37ce048f03f9e0ef6ff294b04566;2017-03-02;2017;3;2
5f72449746601e6c31e00bf52086748ddeb2fc4160d1244c4367b4c1a8539d25;2018-04-25;2018;4;25
0ebc7f41667bf4cffcfb83e9f3ae3f098923cd156e0ddf9c11b33eb76d22c31d;2019-02-03;2019;2;3
2e910ef2bebe0fb037720e2980580eb60ca86f7d46e72031524ade763782ab51;2017-04-13;2017;4;13
a4b0e67eaa3dea2b3f98fdd092a2fa62cce3b37a290f6891bc08cf853df987d4;2018-08-05;2018;8;5
84456dbaded3f6c692f4b6c309b6e5b62b301ab2823959b477bff8918931f2e2;2018-08-14;2018;8;14
096b1c8cfdfeb8a3dcd2e2ec5316dc372ad023c901f0d3647fb84fcd85fe082e;2017-09-09;2017;9;9
feb2b2fa2d61e047a6d560764832b4bf37cffbd366b2fdb51902cb2c401ba97a;2018-07-21;2018;7;21
10651aacd82aaa17e61c2ed991c7e1f9e6221ec320c2e92e1b921a3a6dfd27d9;2018-10-13;2018;10;13
e59ec5661060949fd151d99c9d20e9beed206d2d38ba360c459be125dc58e0f3;2018-05-01;2018;5;1
89da67de64e1163d3532424d14b64c66700d063fcb58ab82395c09b3b61c273a;2018-03-11;2018;3;11
d6440d55b36e7a232f78505b19293bde02ba94135e7bdcc388c50c4c518ddd66;2018-09-16;2018;9;16
f50e3deea995079f0f88da2a12d9f01727d084bf2e5ce0d1c30a08d0bd6c029a;2017-04-05;2017;4;5
e378eaaf0a5e9b2f5b38dd9bb97ca3aa5a859ce18c82bec62540118926e6559c;2017-08-18;2017;8;18
f4b375d3983f12c555048ec5f245e465cecef172d187c9e5f275f1523e351c66;2018-06-21;2018;6;21
dcdcd1dbe1961bbefbc783f4f8b54bb64ebcbc2841fe7b32ed56aa3028fab403;2019-02-17;2019;2;17
5145da314e881a8fef1ab1cbbc8cc6d36e9b1f79ba70c7f6f1da4323f5d77591;2017-06-02;2017;6;2
1bed9e12acdc8430974a4bb621d7b35c89720a3e1078cfebf7d4644eb4aa59bf;2018-05-06;2018;5;6
b7fa7612a689ef150934496506485d0d87e5ffb05471e89e011be129cfc92d54;2019-01-08;2019;1;8
697c4ae407d5f4046534d22ecd877e354dd46ca47fa8889e4b5b07e7e03c6011;2018-06-27;2018;6;27
5e86c0941c911ec9c5e8384c99bf95e1bd81832fbddfeb4fe3a178e057e45815;2017-12-07;2017;12;7
f128384f8cf99e25eb5e08df4304b55b4699efc28221e11aa9ec93c66ca9d9f4;2018-12-12;2018;12;12
253a45bd843db9eff6503b0fa5d747ea408f3c3b0d8e9c6c30da85eeaa9dd49c;2017-03-18;2017;3;18
8227a3fa564c110be722946406b4503a14a25e9257e0e32e68f53f56ebd3fce0;2017-10-18;2017;10;18
dcb8f5633be5e2fb52457c206c74c8cf42a28f382afa9076acaac15d461787f3;2017-01-12;2017;1;12
719b2891fdbc97c8055488575f6557b1a4528cf84a527a723b6d5c6f912ea755;2017-08-31;2017;8;31
e67268d94a7fa0964405d1b0cfb00ae460bed4ce8bc1bba606e8530b60ec936d;2018-09-26;2018;9;26
6d85e1026df940267dea65f0639e675515e2b9c56ae7883eb7978c38cc8de18f;2018-04-15;2018;4;15
30783d0971e51a2ff0f81be539c71e4542569cb90df4ea7a1fb9ee2d19183c8e;2017-11-10;2017;11;10
184426e1fc4aac62ee6a54d89fb107fe7a776909864dbe17ceab772e0dda39ac;2018-12-19;2018;12;19
076f959f0ea3e6a0d2414f2de9ead0531bb11c6da7d29f8929b9bfc294a91c84;2018-07-18;2018;7;18
6697eaa3145af365b2da1b0bb501c7a7c23d8fbe86a830a17081a62401feb527;2017-03-01;2017;3;1
7757e4a741725643a327c4c0526bc4cc14bf899fe1fe683908f66b1f4e14bd14;2017-11-23;2017;11;23
e82ef99ac6d2255b0fd10d69cf8b1dff6eeb7719b62f6133618ef72bf188ca69;2018-05-15;2018;5;15
dbaf38a349c842d5cfbfb337325de923c938c1380b5661976d5c08147ed7b346;2017-03-09;2017;3;9
1d6c9858c75c899033677dcfade2a63af8017f6bf8aa851abcb48989a683f2a2;2018-03-13;2018;3;13
14d4479611aeb6681d16e60673512abc2f8d4211ac8ae69c9ea0018fd5e952d3;2017-04-08;2017;4;8
599e202327ba8d395d4f7a2344d11ff93e4ea74ceb1c38139bb6a0def80af7a4;2017-07-06;2017;7;6
2538965d30245b32f3b9f59c2239580156173f12a2062a83384c3890551f2dea;2018-10-20;2018;10;20
9c464b8479a35b4d565dc1c763477ad9c55dbd2a74261b4ee0ea73e5b4bb55b4;2018-11-20;2018;11;20
8a56a634af52b199700e636ce9e2bc9128d1c86cd276b21c4d67202f6693b148;2018-10-24;2018;10;24
5788f19ef048528bb440e1b6b9f6a8d1f94ca82fc56310184cc762dad2a01c9b;2017-08-19;2017;8;19
aff3451ea401eec037761e8b77b30f29e16ecc347b1bb7db0ce4ffcd6f35be45;2017-12-15;2017;12;15
06494bc42831643c27cd155f15219559e4b4a06e01f020eba4117a7044dba8cb;2018-05-02;2018;5;2
3327a30cffed8e729ce0eb2f07de573edb73790358afaf3cf96b8009aa49e376;2017-09-27;2017;9;27
b709a3ea6035ca355f28aea2ae8e1fa0126807d433fe12832685dff99ba8b72d;2019-03-07;2019;3;7
263899f31efa3478222fd5d3efd2b632591b4ed7ded9f7f14d6acf93a0fb196f;2017-02-23;2017;2;23
f4c0c83094fc9dd9df9dbc2db59c5b5bda4bc496d170d9117a56a4bc186eb7cb;2018-07-22;2018;7;22
80d5eb54be9ff7b1ce394bc4b3cccb6d1bb086bd9fdda890708feea9d083565e;2018-09-05;2018;9;5
73369bcf656647a0940b9c870f2beed212d4b940efa22187c056f11bffa5d361;2019-02-28;2019;2;28
e5c8ea7782a428db283cd4c1523dd6a397db91c524a15126c06d54dab669f3d8;2018-01-08;2018;1;8
6cfd32b67c89d5aec67db1ba73fd847961580e95d1f34e03ae6179660f6abaeb;2018-10-14;2018;10;14
fdf4704b466992da3996a1ed67cee44b7de7eb071b62a910b9a33c806df74906;2018-09-23;2018;9;23
50223c30c313d2fe458a971447810ae6b2f11885baee1f1ac44c5a136558764e;2019-01-31;2019;1;31
0dc541a609353bcd0f7e3b196c943cadc404b01579b1ca7fc3df45bf594a2d5a;2017-10-04;2017;10;4
7e25936bcce8f2afd466bf243384e9a48f200fc3802b12b52c7f159471be0961;2018-10-22;2018;10;22
7cff0dc496955828671f5b32e0f452017fb504505049310290d9775d28741867;2017-11-25;2017;11;25
0c4749a0d097cfe7dea9d0a27cbbdba8dd4a3a02953c867c3efc24a7b88376d4;2018-11-26;2018;11;26
de77b1b77a5215fd7181045350f50b109a3637618ae77633c0090e3226855e2e;2019-03-12;2019;3;12
36e42079502453347dfdf5d9e31cddd8ca3e161c71d7bd0c644e62256a9c4aa9;2018-05-30;2018;5;30
cfe448ef1f6c04ec2c9c17adad69aaa935b90cd8eba4812ca1ae4d78b526e018;2018-05-22;2018;5;22
e5e642b82e89c1ade0438a97ae5502ebd97e23aed820557320dedefbecf9de55;2017-10-19;2017;10;19
9afe1425a01d081fd89fde854b6b3d10a54a22d19940de0ab5d2fe1bba5c0caa;2019-02-21;2019;2;21
0d89272c3e6238ddd8e913234da297b9ff654baae74d4dbbf38d2963b1691a0f;2017-11-18;2017;11;18
b36db91bd0f35b572c85938e5cad4dda1034888103f8a487731eb303e90684b1;2018-06-10;2018;6;10
7a7abe3f05e1e42c0aa6ae5a2469295605efbcd315987763da16068696645ebb;2017-08-13;2017;8;13
f75d903695fc6c1943e543df4c8946f65cad3eafa4edb1a866998e755abb7ea0;2018-03-17;2018;3;17
63f994f448ed2c351b684155fefdb6054e9645e82eacdc1cc06c6106cc137d6c;2018-12-01;2018;12;1
e6fc68fa4627b4d83617946ecb14b0ba73f1392041fdee3ef64df4b5e95125bb;2018-03-21;2018;3;21
d7971753ff22d1a3f53ec3ee7d07a41ee2658697388573824dc15ef1220e0758;2017-07-20;2017;7;20
14bae7e3933aa7853d50fdd765b772cb5b3a038c95c88f922f30a6b6852f5d0a;2017-08-16;2017;8;16
67539609489aad4be7cf574bd8dca82b38b73cc373202f8a742483c5407aadbe;2018-11-27;2018;11;27
4ad91fa5bc39c3540fdba9f83c2209f1db6e3353fe570d49ff83b195f25fa73b;2017-12-02;2017;12;2
813c1b464cd6b89efeae02b257a354fb8c2240f68a306eb40c4428cb6659f95b;2019-03-19;2019;3;19
e55abaaa814c6b833bc93c9640e6acbaaca51e8935a08e049178822c72e95f8f;2018-05-12;2018;5;12
cfa776619075370087a8fc144606213634e439bfa9b53d09c833f4b67015c510;2018-05-19;2018;5;19
0c45d024163509651f625116e68c7faab73c9f0d5127371188e48bcb22732652;2018-10-16;2018;10;16
2e51a7f168b5f7de9d0c4869e58a98c7c46ada3d21960538a2ffc31a0e9528b0;2017-05-03;2017;5;3
1bb89d34a345d286eedb39392b3ee5a7bbe6b13697713b394d7976f168aafe72;2017-12-20;2017;12;20
5f8040f80811e552d0a86d6ac9386ce355b0522db9023d2d0368278c60f34506;2017-08-20;2017;8;20
37928b71113354951a14b2fe9582c370d62f0906301f2eba3a9f226031699086;2017-09-20;2017;9;20
1d6197421241466634b67016a5821524ec447f38352f9fca97141485d8493408;2017-10-28;2017;10;28
807ec24aca59a55e4e9d06db721e859a410da94b35c706087fc2748d940e1be4;2017-08-12;2017;8;12
193dfb46d875378fe4928f4c5584887b29e8a02bc61c4a8546160bd629f6cda5;2017-12-27;2017;12;27
a0ad94a5dd0c51b66dad472c06fe07936d8434fc1103b8eec8b5d2f03efc4ae9;2018-04-02;2018;4;2
0c48cd1d5fddb4336053764ce81c1a316e9f7cb28f6f53d83cac7e7ca4e01ffc;2018-08-19;2018;8;19
16ddce616841204def7a6572ba3e30a3d46d9b13c7decdb8ed519dddecbf3a5a;2018-09-24;2018;9;24
6cdc09a20db68923a5a05a784261c9dd9f638586703cdc1671ce89c8bf7aed6f;2017-06-17;2017;6;17
baadd11ab808be65ce756c936aeb744d796ad38794d7ba1461a1751249ac5b73;2018-07-31;2018;7;31
dc136183defb9efa131872693a25b8e687a03fdc9c033a4a29a18b3dd8764677;2017-06-09;2017;6;9
7abed4a7a08c25d8d84f500e1831a111d6716ca7810f55e2e597b261f541694c;2018-03-25;2018;3;25
0ce141ce21dc0bf47729be7a6a2586116c86a2b43a1a920cd2ced5572dbf1917;2017-06-08;2017;6;8
64d49880b88ef384d92049ead5a164343a3c423e17612b6dff8aed77eb40cf00;2018-02-13;2018;2;13
9d9f85a99a5db742526fced6ad7ed7e5f07debc36e5444c8138e2413cd05fe06;2017-07-14;2017;7;14
c552223eafe0c3348e4cd0a03c820bae5263d90617795f00c709c253d5ebbf0e;2017-07-27;2017;7;27
9bf43d8f958998c9e3a1cfce0e9ff0a598155505f332093b0c36c6cdb9ac3da0;2018-10-10;2018;10;10
18978d570482d32c528c8bcf127f1498cce6a53d8df00e6c12892674f2e4b636;2018-07-30;2018;7;30
44d1967e6ee48f75d900989bab13253389dd8489cbe4ecb991e84611b8d5e57e;2017-09-23;2017;9;23
0def4923422659e121f38be89d92ea93dc8c7dab2bc9de01652fc4492059e805;2017-12-31;2017;12;31
4f2a7eb669386cceedbf2dab79ef77618c86fbfa05674dd550841d4770b86759;2018-04-10;2018;4;10
a650499bf2c49ec32ccc7e5b6b3545b3436dfdd0017db387213597b9c83e4e67;2017-06-18;2017;6;18
0556beeca3ac519095ac9f020ec65f5defd9e1dee875cc3374ee6033d590f00e;2017-11-03;2017;11;3
e22cf2dc2c74a79729703e441cc12f3740d872750843c9ff8d2ac4a9baa63413;2018-06-12;2018;6;12
a6b9f72aa41260b2d2791c20a7c8790f034609bf05758bc01fbd2bba41ac65e6;2018-12-25;2018;12;25
ec42424273d32da10a81e65aca9c86915f01f952e2167d30b0a0eda0556fd79b;2018-12-24;2018;12;24
540c52328ac9cbb8eaf910acc921acda6664714eef2494d3b16d12d6c25b1fbb;2018-11-13;2018;11;13
764e910a361d7aa3d5ae8751d63b0f1b6b1d6454d709f8a62c7c840607ec6a60;2019-03-05;2019;3;5
3bf223e66eeb500a59914102239444f3cdc5e8be89cd4a8fb7d9961ec4cf5126;2017-08-25;2017;8;25
0d175be4e982ee2f8cca80f0cb7fb9a0212001e45a78904127c65e663ceb5a39;2017-11-01;2017;11;1
4d72464a160678f74f1f0a921167001cb7cfae1aee2a14c9263812a5a1ab28ae;2018-02-15;2018;2;15
130eaebbebbdd51a3b831b9143ce4036872068c9409904515b105e60c2bb298b;2018-03-20;2018;3;20
208c6773a23b5590f4b0d8d6d5461d9cbb3ecf0189362be02d58dec6db990f5c;2019-02-13;2019;2;13
50a9fb02732751233cf6c29f1939c8cec78174233398cbb1bdf7d88b3f62dba2;2017-12-10;2017;12;10
2dbe27c8ccc9cc1e4854ec98692cf11e1608a165d12cf4c093ca43eac66df00c;2017-03-30;2017;3;30
da9a0c8db2b617ad32d4c88e1751f7679be9fe0a97a0659e3d71f7cc32b237fd;2017-04-21;2017;4;21
117f721dffc54cb187752c61afd5f1ec9993aaa337ff285efec03435796792f8;2018-12-30;2018;12;30
357190533762bed91759db97890c9716c2d3cdab17dfa8cc5c6905ec78ed48ee;2017-11-17;2017;11;17
1342ab496dc393ca54dbfc12cbefbcbfc59fa446b38049ab961d68feb30487d6;2018-08-04;2018;8;4
417151a874672f217f0eece693c2dbbfa78fa9e81129d3db255e938ff03ddf63;2019-02-07;2019;2;7
05d835cddf21a4273e26cb3587364f67ca89c284bce3449242b7cd63a8974f32;2018-09-12;2018;9;12
6bb40704c4c4a3890cc3aa10d6a0936603d8b2b06c99482f1819373f521fcc27;2019-01-03;2019;1;3
3c087124f2d901f311609cdeda528a838a633f8fbcd6ca8ccdbedf425c22f23b;2017-07-19;2017;7;19
95e393d2fe429dfcdd8f38e94ee6120c3c98a9e5bb9b738294ea0fc41c99c6bd;2018-05-14;2018;5;14
1ed6beeee78dd3f19348786017ce8dd90a6fe48876c313dde329935de09153d3;2017-01-13;2017;1;13
5c8526645f7885a894213f606d2e46f7914b0a900e3484b98c76b8d18e823c43;2017-10-22;2017;10;22
3502abb8261d279bcc41940665f580b79556fef1b4e8e41fc6ff5b4ee2a772d8;2017-02-26;2017;2;26
1169eb2932dc038e01406ad0a88f7cefc36c02fe97c6d0d621eac451ae641f83;2018-03-24;2018;3;24
9f0ed62eee09b7f823004753c36e06dd1b7c8fbf5dd3a24e6e8cd1d86f47fa49;2017-12-06;2017;12;6
872544150ac4de83b80dfe5d202aef0245f315b3671d3c13d5a3da92203a7b19;2017-07-01;2017;7;1
78c763491e683d941e665b762bb0926a3e200c9522b8114848813fb691e93078;2018-01-06;2018;1;6
cffe6e40a12cbdb393c15d4209575458c0e51ea53aeba326c21037486b3e5cf7;2018-03-27;2018;3;27
fa0f1982fb11f36854260d2359d21ed942b3a95a8cf41a63da828c66f4c88f00;2019-01-30;2019;1;30
2ebed808255430d81c133925ff84b0fb4593e9648814267a1d4a4b5cc0b64e55;2017-01-28;2017;1;28
a50c85e4d447534d53026abc963007c4a11696b3d1b08ddc7c4b05c8e459e10b;2017-05-19;2017;5;19
d94db5f476e92d3661d2c781e191fe8d5bb602698b83702dcbb8cb6c5944c7a5;2018-10-08;2018;10;8
7668d97c6d1eecf33235339ea0b83a2f65e17bbba5c677c60ba5960631625fe2;2018-12-15;2018;12;15
786dd50e74fb3b30c533cf40ac574be4b94df9be7f663366d563289b2aa0f3db;2019-03-03;2019;3;3
88a344abe102807899aec02ac18b7345eaa37dd4d4231c393e0b00d04e605ee7;2018-09-10;2018;9;10
18041a24627ba12abb9875ec668cadf550936ef0018a85dd2d1602da77ac9364;2017-12-28;2017;12;28
36f3f9b804cb513e2d66e4e646ce90226cdf8be19ad833737d0a55e2bdc6dd1e;2017-04-02;2017;4;2
f3be4e73dc7a473c3c45f1949beb58b186b2174ef145efd496138dfe4377cae6;2017-07-29;2017;7;29
7f30f1d1a0a81837bca97324501cda23211e03b259bbed7de6701847c7a6e401;2018-07-10;2018;7;10
c2f7e7de8c61499112b3b8e82f1915a196eefef0c995940f3cec05945326350e;2018-06-06;2018;6;6
4649b28458ffed0f33b9dd1227a679067b90eafa5a5ec3ec532ecc4a470f37d2;2017-03-10;2017;3;10
3dac1388c0d3c2535f79fb16a52f2fbb23cd425dd7b41b48a0e615710aecdd45;2017-11-19;2017;11;19
734454a1cccd88cefd37171fbcd4b69edc421d920e85de8dd6391f994a1b8fd0;2018-11-11;2018;11;11
f3e4eaed063bfe76985e37ddd9fb5e5cfc4b0997ec88cc1faf0af675ca1ebf9b;2018-01-07;2018;1;7
424fb21b98d87e8daf02f2a118be0257c0d1e14f524027f4e4ccebed87fbcdb1;2018-10-28;2018;10;28
4fd3a214008831e6329fff056dff6fc4774dff02f42eabd30429d0144f698e1d;2018-04-24;2018;4;24
6b7b8e54fabc1cfc540dbe0617fa55b4fdd4290d9e5415256e6fa4c1c52805c3;2018-01-25;2018;1;25
1897b762b6761dab9d9f4595ee7bc12c580d42c05587ab90d646643750df8096;2017-05-27;2017;5;27
ca27e4d674a063726110cac108f99f053052960c0c53a56e881a15566166e997;2018-06-03;2018;6;3
373073875a4849e490ffa33153a49ebcd308018c1ecf6ab06f0ee721a6f04499;2018-03-18;2018;3;18
934e691ef5e5c5e755221a42ad1ee3b49616bc958e77e2af276a0826863a3673;2017-01-29;2017;1;29
825eb212a6dbc59ae033168401112789107bc0c1295dc8a8549bc900f3603bed;2017-04-20;2017;4;20
522ab8baf5d4cb56feda05003499ce1bef47b551e2e27b1544dc98c3476d77af;2018-03-10;2018;3;10
1df79751d080f5203411dfcd9b43387391bc2b092fdb546452f4b2af8cc18b36;2018-08-18;2018;8;18
9370b911912fdcf24a1fc7030c333abfe52bbadc4cfb967a180f7c8528a24237;2018-12-08;2018;12;8
aa15c8652cc2e6fe70212b0c1a3c59cc7528eaa6f998fed3bd072f073c5d6893;2017-07-21;2017;7;21
9026d88e34df22f51298598681e1f5ab33c9586c83a0f7e359ca1c0eca15e757;2018-08-08;2018;8;8
f74e7a9c3b07467002ed7dc9b83d4726c0462d270671805835b00208a8c91ae1;2018-04-29;2018;4;29
4385949e58caa6feaca73e7c7b5008b907d361a009916b7379bad7fcaa2ca64b;2017-06-04;2017;6;4
254ec8ed42049f551621046b19009aa8058d0e95c44b2f5ad6bcd1f7baade731;2019-03-17;2019;3;17
8243bf63e053510fe9a6532d11bbaba90ccc042e525bcf68f7ad826ac14f6f5c;2018-03-14;2018;3;14
ad1c2afe1a57f6ebfb7cc0057a9c52b3b3146f24f630b17750e010e949620619;2017-02-18;2017;2;18
78e67ffc86abb2f384d5646ee8a744651bdf81c90014b7868e44ba1a9ff6af5b;2018-12-16;2018;12;16
d31b08376b6da8578bf19515e6fb48c0681054572f33d8c6f3f0de0805e2cfe7;2017-03-19;2017;3;19
095861a63822d355a7a7ddb971fda7c30b3ff02ba7d14f61af28474437702e07;2018-02-06;2018;2;6
bfb393cd139bfc8d05491eaea1d74b79c73b603e5d0073d77da331d417b1539f;2018-10-30;2018;10;30
2439598d0daee30bc90d309885b09cfb22bd55d411a44e2b225ed758cc89549c;2017-09-28;2017;9;28
0e62d00dfcc4bfab75235edaac07d4f8a7118afbbe0cc777cff3c0e5d44f640e;2018-08-01;2018;8;1
b1f6e56378fc59283ffe9df3bd9d915f7a2e74fdd778a271abecfcf4b1922c88;2017-05-04;2017;5;4
642f6e6b20e720693ebfaeb71f2394dd6513a3d60a7707266681b6e4189604ed;2017-02-03;2017;2;3
3bac7f4422ef339c8a8666e6f070ff5c661c9358d897e468b4dc6f07e8fde072;2018-09-02;2018;9;2
14927fefa676ede56a311a09d08cad8e3498b522402ea970cf01babf6e062870;2018-09-22;2018;9;22
3c171c456e763036a5d52f2ceb56a3b776508f7c4fbccc89b88bd0cc2b604033;2017-01-20;2017;1;20
c092f711999f4204572b62c84aa9596f494bf8ee284faf60f4e035a6cf44cbd8;2018-05-20;2018;5;20
7f3327761449d5d12977dabb8f2e510f6e14562d768671a0b38cd1e5ce38c44c;2018-09-17;2018;9;17
24630791d460a3abddfae302b14e49a3dadd0e19e42f4958654811196198a028;2018-10-09;2018;10;9
03966c7272cff115705223aca52eb105a6a992bf08bfbb6bcffa195750ea7345;2017-05-12;2017;5;12
b949f18f35cb30cdb0e90863fd663798db6994b0ea2d9e06ce8b620877d91eca;2018-01-21;2018;1;21
39d6fbd748291f06f19bab8e3b02d611adbab0334b2c41c9b71e223de257691c;2019-02-14;2019;2;14
c6b9e221fcfccfb15711c79aefc33a9b77b34a4c7ea115efc88669442b119fea;2017-06-24;2017;6;24
0354fd8cbec68a08588767b54b5d313c9ada838b3ed0c4137cee6dd38f65f11d;2017-10-27;2017;10;27
dd6162c45d3e50b01c3219a8799acaf75f7137c960a0778c039f6304c459300b;2017-02-08;2017;2;8
6da519405a6c1a12ca342d9b8ae01813bfdab4df53f680cef071621371a91018;2019-03-20;2019;3;20
87b14a8a03c6e0b04f487520b04acf52f2c27d4c67967439c46816f95665e0cc;2017-05-28;2017;5;28
c19068f525afaa04a33949a8623b740b1adc999b3b3e84ccd3ba42fd05992643;2017-11-11;2017;11;11
da2087e58d99352ae0ef1d05524fa276025f2d6b9b6499200e4047d0be19fea9;2018-09-03;2018;9;3
20528fed0ed63f420278120a105097be9164454702d1fa8b7040f203b5f8780d;2018-05-09;2018;5;9
19152fc0373afb8937edfdda55055431dc5f9899a9ee1b636381fe6d6cd8d089;2018-04-23;2018;4;23
dcf65ce5c51a192017862cc7466a61d5939e3afbeb0def5d6750a5dab9143d72;2019-01-20;2019;1;20
8771c32ec73374196364334561c8421aeb0fb756e3b63ce24be3faf2370c82f9;2018-09-29;2018;9;29
70a146eaae6721830605451c37b8b9fdd51cf9993d2ea4407d79418f4e5dd2a5;2017-04-29;2017;4;29
55d7578e6bc7138456724b3d0800835fa910d9521c6a342f7feebaa9a29afb57;2017-12-14;2017;12;14
487872c07cb020f083faf403239302d46c0d316499b43e9e3f4dc510e0f2e860;2017-05-10;2017;5;10
13d229c6c14e717ffde6d0207da3f43cf0f180260a0022252ebe1df9fd14ce5d;2017-11-12;2017;11;12
a7bc9505fc0c25a051d1fbcc535a6dfd61aca042fa8dbc2cc0896b2ba5de958e;2017-11-26;2017;11;26
634f57c7018d4cd3bf2581e36d4dcffef0d385fea59bdb99f823f97c2eb4fb2a;2018-01-01;2018;1;1
20dfd95ef2084c2ea9f276d9a257f0664dc38ecb34b5e13d59cde94f345b6603;2018-09-04;2018;9;4
1139b2ce3a193dc58e6101a402cbfe8ae41b01431027dc7131d327d44d87cb16;2019-01-02;2019;1;2
c1c8c13ee94a453ff34d05f7ef1b47202bbf127c0fbc5928453113a37445c2c9;2018-03-05;2018;3;5
cc0e0e997284676e2dde30e50d076a27e48eacb2fc1387a8ed92aeccd7cd4a12;2017-06-11;2017;6;11
70870907e04b4b973cd2250ed18a9fd36ba75b8ab0aeb6e05dfe87d40ee2673e;2018-05-28;2018;5;28
9a61838322879818d776cb1aaaf84a9e1684504440641cfef02ff5b11aee3026;2017-04-06;2017;4;6
32fbbf23366300f99c856c9064021a567ca0d903fadd984963eae754cd3435a7;2018-08-12;2018;8;12
716f6c62e432abba37be6bd6fef8125913459ea6cb9b97ff48d11a8dcc17846a;2018-10-17;2018;10;17
d30a273393bbb78a545456ee21be8e265a3291a25aa6d3f63ef65a9aed07708c;2017-03-05;2017;3;5
7accc18a5819a1f49fe98e5776be28e1db2779f50b8511339586002b6937f62a;2018-07-16;2018;7;16
0c419a091a8de28acb3e99d179f3f65eb04f18882ef51cc49c38975d9468a098;2018-04-21;2018;4;21
548c0682a11b09393f21f28bc6e8ce409995b97297ba79eef0eda1c52fe10847;2017-09-10;2017;9;10
1e7ba535c8f7b7d6b9d96c63842c36c43ea1959c6160fa5f6581a2fd292acbc6;2018-04-08;2018;4;8
